,0
2142,麦韵芳
2143,仙
2144,村镇
2145,派潭
2146,嘉美
2147,庙贝
2148,杨荷
2149,矮岭
2150,永宁
2151,刘昌
2152,埔心
2153,京
2154,塘村
2155,中小学
2156,同福
2157,大岭
2158,真光
2159,贤路
2160,下
2161,中埠
2162,石排
2163,屏山
2164,汤村
2165,四联
2166,黄场
2167,麻车
2168,南新
2169,金升
2170,三联
2171,左边
2172,车陂
2173,东川路
2174,石溪
2175,劬劳
2176,荔江
2177,富豪
2178,行
2179,东城
2180,华庭
2181,金碧
2182,东华
2183,小
2184,银华
2185,成悦
2186,发展
2187,华记
2188,明珠
2189,店
2190,南塔
2191,华丰
2192,工具
2193,天龙
2194,通用
2195,橡胶
2196,五金交电
2197,玻璃
2198,颜料
2199,佛山
2200,销售部
2201,利达
2202,校区
2203,三江
2204,联兴
2205,天
2206,恒信
2207,羊城
2208,写字楼
2209,商务大厦
2210,穗海
2211,怡乐
2212,高迅
2213,工业
2214,中
2215,西座
2216,第七
2217,聚德
2218,路
2219,富华
2220,贸易部
2221,北站
2222,爱伦
2223,阳山
2224,移民
2225,龙凤
2226,归侨
2227,龙图
2228,东凤
2229,东苑
2230,都市
2231,怡苑
2232,侨景
2233,御苑
2234,石岗
2235,东景
2236,湖畔
2237,丽景花苑
2238,越发
2239,东丽
2240,侨基
2241,跑马地
2242,润
2243,兴业
2244,康华
2245,南区
2246,华怡居
2247,颐景轩
2248,宝裕苑
2249,佳大
2250,时代
2251,南航
2252,碧
2253,新盛苑
2254,穗苑
2255,广信鸿景
2256,金穗
2257,雅园
2258,天立俊园
2259,民乐
2260,天兴
2261,世贸
2262,海琴湾
2263,丽华
2264,富力
2265,千禧
2266,万丰
2267,泰峰
2268,御水
2269,桥虹
2270,广
2271,兴华
2272,东方花园
2273,三区
2274,滨海
2275,三华村
2276,云峰
2277,金鹏
2278,洋溪村
2279,侨苑
2280,北区
2281,骏威
2282,景园
2283,东怡园
2284,富城丽苑
2285,银汇
2286,景山
2287,邨
2288,恒盛苑
2289,恒鑫
2290,御园
2291,华乐苑
2292,羊和园
2293,御鹿华轩
2294,豪门
2295,景新城
2296,锦骏华庭
2297,山畔
2298,雍庭
2299,嘉汇华庭
2300,鸣翠
2301,环宇
2302,龙洞
2303,怡景城
2304,南华
2305,钻石
2306,银平
2307,荔建
2308,鸿成
2309,康裕
2310,商住
2311,聚德花苑
2312,东区
2313,雅怡居
2314,雅景
2315,晓燕湾
2316,海逸阁
2317,粤康阁
2318,紫光
2319,晓
2320,黄田
2321,小城
2322,之春
2323,骏逸苑
2324,南天
2325,名苑
2326,庄
2327,昌龙苑
2328,金田花苑
2329,碧桂园
2330,侨福苑
2331,嘉银华庭
2332,锦城
2333,信和苑
2334,华江
2335,卷烟
2336,一厂
2337,宿舍区
2338,穗安楼
2339,水警
2340,信息
2341,座
2342,华城
2343,石楼
2344,港新
2345,康隆
2346,荣达发
2347,力利
2348,红岗
2349,石场
2350,航都
2351,立升
2352,艺华
2353,穗锋
2354,门市部
2355,装饰五金
2356,建生
2357,鸿鹰
2358,骏鸣
2359,永强
2360,祥盛
2361,全兴
2362,链轮
2363,永煌
2364,石材
2365,国泰
2366,建维
2367,模具钢材
2368,坚美
2369,铝窗
2370,恒通
2371,电业
2372,新生
2373,世强
2374,金六福
2375,门
2376,万通
2377,志大
2378,丝网
2379,滤布
2380,锦达
2381,光发
2382,顺丰
2383,瑞兴
2384,湘花
2385,景德
2386,东发
2387,漆油
2388,调色
2389,精达
2390,欧神诺
2391,湘江
2392,清达
2393,塑胶
2394,佳记
2395,钢丝绳
2396,惠明
2397,货仓
2398,五洲
2399,钰盾
2400,金门
2401,恒风
2402,宾兴门业
2403,杜奏
2404,记锁店
2405,恒东
2406,黄平
2407,工业电器
2408,新新
2409,水暖
2410,洁具
2411,天正
2412,仪表
2413,建筑机械
2414,批发商
2415,日兴
2416,飞螺
2417,祥禾
2418,峰达
2419,恒富
2420,华鸿
2421,众佳
2422,利明
2423,金辉
2424,恩普
2425,建新
2426,标准
2427,紧固件
2428,供应站
2429,永承
2430,正泰
2431,良威
2432,墙纸
2433,联
2434,兴化
2435,建
2436,博联
2437,铁艺
2438,永盛
2439,鼎锟
2440,顺隆
2441,豪迈
2442,永胜
2443,钜
2444,宏
2445,铝材
2446,陈
2447,石膏
2448,阜通
2449,联盛
2450,渔秀
2451,上海
2452,电缆厂
2453,明兴
2454,白铁
2455,骏裕
2456,新诚
2457,佳盈
2458,强兴
2459,锦全
2460,远航
2461,嘉茹
2462,毅兴行
2463,海建
2464,阀门
2465,欧雅
2466,德兴
2467,杂件
2468,威诗
2469,柏伟发
2470,昊兴
2471,装饰城
2472,光美
2473,铝合金
2474,门窗
2475,四通
2476,广记
2477,杂架店
2478,泉兴
2479,耀兴
2480,公联
2481,螺丝
2482,焊锡
2483,盛
2484,鑫源
2485,靖岩
2486,金属制品
2487,鹏飞
2488,港湾
2489,器材
2490,美丽
2491,中信
2492,竹料
2493,东圃
2494,包装
2495,顺达
2496,诚信
2497,岭南
2498,同乐
2499,长城
2500,东江
2501,广丛
2502,综合楼
2503,区
2504,海景
2505,广环
2506,润华
2507,祥兴
2508,燕侨
2509,城建
2510,太平洋保险
2511,工银
2512,恒润
2513,擎天
2514,汇华
2515,珠鹰
2516,拓业
2517,粤纺
2518,中侨
2519,大都会
2520,中明
2521,禾
2522,客圳
2523,电子科技
2524,恒源
2525,副
2526,廣州
2527,世界贸易中心
2528,国利
2529,盈丰
2530,科技产业
2531,广发
2532,银都
2533,C座
2534,香港中华总商会
2535,财富
2536,骏源
2537,广之旅
2538,长讯
2539,天信
2540,双城
2541,碧海
2542,信龙
2543,捷泰
2544,中旅
2545,商业城
2546,主楼
2547,百灵
2548,商务楼
2549,广安
2550,广联
2551,侨房
2552,福怡
2553,四省
2554,办
2555,市政
2556,台山
2557,中粤
2558,明达
2559,中国大酒店
2560,华宫
2561,海洋
2562,金泊
2563,金茂
2564,金龙
2565,劳动就业
2566,生物科技
2567,规划
2568,天誉
2569,东塔
2570,越豪
2571,汇隆
2572,粤运
2573,新宝利
2574,穗联
2575,鸿福
2576,科学城
2577,恒安
2578,红
2579,菊花
2580,东峻
2581,3
2582,新世界
2583,立基
2584,汇强
2585,临江
2586,万宝
2587,外贸
2588,华乐
2589,北塔
2590,电信
2591,富盈
2592,王朝
2593,科教
2594,通建
2595,建鑫
2596,精益
2597,信源
2598,信合
2599,广垦
2600,惠州
2601,信德
2602,汇丰
2603,侨联
2604,蓝宝
2605,有色金属
2606,广东电信
2607,丝丽
2608,软件
2609,丰铂
2610,高科
2611,吉邦
2612,龙口
2613,沿江
2614,港澳
2615,天安
2616,豪景
2617,银农
2618,祥康
2619,铧厦
2620,商业中心
2621,君
2622,国际金融
2623,振华
2624,中化
2625,怡东
2626,坳
2627,尾村
2628,办公楼
2629,科贸
2630,银海
2631,海锦
2632,泰恒
2633,海旺
2634,名门
2635,华强
2636,珠江
2637,越秀
2638,金燕
2639,广信
2640,金昌
2641,美景
2642,东兴
2643,德利
2644,和
2645,华南
