,id,name,category3_new,cut_name
3066278,1506560710795325540,三比粮油,粮油店,三比 粮油
691974,1506597840531746817,良粮甜品,甜品店,良粮 甜品
1487434,1612676768840544281,安江镇日日鲜果蔬批发,果蔬批发店,安江 镇 日日 鲜 果蔬 批发
788187,1506570005175857168,绥化华辰超市,大超市,华辰 超市
1826971,1514861411514445930,卡多多西餐,西餐厅,卡 西餐
550478,1595447112609558553,张书奶粉专卖,儿童用品店,张书 奶粉
1496319,1535540193317351555,禾和谷生活超市,便利超市,禾 谷 生活超市
3334736,1506526187604930677,海王星辰,连锁药店,海王星辰
3312676,1527123264789540964,玉林日报报刊亭,书报亭,日报 报刊亭
1016754,1506509195602817054,N新源超市,便利超市,N 新源 超市
2872059,1506517430644764677,沈阳盛隆粮油,粮油店,盛隆 粮油
441529,1506586993092718719,富民百货,小百货,富民 百货
802402,1506563713241706540,皇朝咖啡,咖啡厅,皇朝 咖啡
633942,1506588935885942897,三宝孕婴,母婴用品店,三宝 孕婴
1625814,1506580764157014074,禾田寿司,日韩餐厅,禾田 寿司
2050897,1595447114119508095,丁丁批发,批零,丁丁 批发
1491948,1506519657253957735,龚光华副食百货批发部,食杂批发店,龚 光华 副食 百货 批发部
2867805,1604462203443081331,天天向上量贩KTV,KTV,天天向上 量 贩 KTV
635875,1506560500258041986,赛百味,连锁西式快餐店,赛 百味
3373512,1604953856364769420,本地土猪肉,肉菜店,土 猪肉
3032485,1506578483474853970,联华超市,大卖场,联华 超市
1848904,1506588933516161113,平恒·大吉大利汉堡,非连锁西式快餐店,平恒 大吉大利 汉堡
2159255,1535558839750094889,寿阳县童泰母婴店,儿童用品店,寿阳县 童泰 母婴 店
401809,1506564369499287578,姐妹小吃,小吃店,姐妹 小吃
1962871,1573266494014615569,沙县小吃,连锁中式快餐店,沙县 小吃
2821330,1506580763624337471,食其家牛丼咖喱,日韩餐厅,食 其家 牛 丼 咖喱
3019247,1506651642685288535,六巧办公文具用品销售店,文具店,六巧 办公 文具用品 销售店
3479936,1627516723387428904,碌碌发东南亚风味小排档,东南亚餐厅,碌碌 发 东南亚 风味 排档
2930667,1528324537375256747,自助餐,自助餐,自助餐
2255380,1506570006354456713,金龙化妆品,化妆品店,金龙 化妆品
2388811,1506513040223498296,绿源超市,便利店,绿源 超市
2528431,1506523213512044587,王者卓球俱乐部,公众体育场馆,王者 卓球 俱乐部
177973,1506608451093262376,街头牛排,西餐厅,街头 牛排
1585446,1528313449413865539,粥全粥到,早餐店,粥 全粥
2073172,1506586995428946005,朝清羊牛肉火锅,火锅店,朝清羊 牛肉 火锅
3370757,1506570007881183237,珊珊玩具,玩具店,珊珊 玩具
2264536,1627516726675763235,伟记副食店,食杂店,伟记 副食店
2078156,1506526182651457680,游泳馆,公众体育场馆,游泳馆
962664,1506516544220557371,新全副食,食杂店,新全 副食
218,1514859561797021702,谢兴杂货店,日杂店,谢兴 杂货店
3279161,1604470369966878809,阳光文具,文具店,阳光 文具
910860,1506597836387774499,屈臣氏,化妆品集合连锁店,屈臣氏
3419689,1506526187189694527,古今耳道·采耳生活馆,洗浴棋牌室,古今 耳道 采耳 生活馆
1536456,1506564373588734014,陈六米行,粮油店,陈 六米 行
3215940,1573262122379636840,小阳副食批发部,食杂批发店,小阳 副食 批发部
1447957,1506516845270921227,德文杂货店,日杂店,德文 杂货店
458650,1506639643721068680,迷糊百货超市,便利超市,迷糊 百货 超市
3157475,1506576566510153782,华莱士,连锁西式快餐店,华莱士
2025136,1595436824338362442,薇爱美地月子会所,月子中心,薇 爱美 月子 会所
2578729,1506578489925693501,双狮面包店,面包店,双狮 面包店
1385638,1506639644450877458,千佳行化妆品,化妆品店,千佳行 化妆品
1599638,1506511405090861163,NX旭辰水产批发,生鲜批发店,NX 旭辰 水产 批发
2565833,1627508537565638748,芭比堂动物医院,宠物医院,芭比 堂 动物医院
1171913,1506526184417259622,老百姓大药房,连锁药店,老百姓 药房
3411594,1535531492577636406,延安奶粉总代理,儿童用品店,奶粉 总代理
3214217,1535540198174355536,弥生食堂日式料理,日韩餐厅,弥生 食堂 日式 料理
467139,1506566189307129906,娃娃儿童百货,儿童用品店,娃娃 儿童 百货
1838545,1528331334072922178,汤火功夫麻辣烫,连锁中式快餐店,汤火 功夫 麻辣烫
1624387,1506570741267820568,雷氏自助餐,自助餐,雷氏 自助餐
197157,1604472401729679429,同德副食批发部,食杂批发店,同德 副食 批发部
3431227,1601532475866345557,惠康宠物医院24H急诊中心转诊中心,宠物医院,惠康 宠物医院 24H 急诊 中心 转诊 中心
2940453,1535540198027554958,XZ应山红特色早点,早餐店,XZ 应山红 特色 早点
1104531,1563216979987525681,森美超市,小超市,森美 超市
2955915,1535539199414104210,动力火车自贩机,自动售卖机,动力火车 自贩机
2067053,1506563709529747595,蓝天化妆品,化妆品店,蓝天 化妆品
379673,1528330365104812091,量贩零食精品百货,零食店,量 贩 零食 精品 百货
601292,1601543284306735247,莎莎超市,化妆品集合连锁店,莎莎 超市
995994,1506573189684392044,川渝老甘火锅,火锅店,川渝老甘 火锅
1211435,1516978566942945336,NOME阳光天地店,家居生活馆,NOME 阳光 天地 店
3015651,1632356110189195366,圣贤书屋,书店,圣贤 书屋
2246442,1506526184417259626,海王星辰健康药店,连锁药店,海王星辰 健康 药店
2095107,1506666653826674697,渔具便利店,日杂店,渔具 便利店
1689888,1595447114576687147,成武县爱婴坊婴幼儿用品服务部,儿童用品店,成武县 爱 婴坊 婴幼儿 用品 服务部
743570,1506576567814582325,世纪华联超市,大超市,世纪 华联 超市
313813,1506564376562495624,心连心超市,便利店,心连心 超市
3421013,1535539605368205408,华润御湖水店,送水站,华润 御 湖水 店
888724,1535540195909431460,永辉超市,大卖场,永辉 超市
1315329,1506515717464518709,琦王花生,零食店,琦 王 花生
945188,1506630964644933728,麦当劳,连锁西式快餐店,麦当劳
2675060,1506615504188731414,酷儿宝贝美艳时尚文化用品,文具店,酷儿 宝贝 美艳 时尚 文化用品
756129,1612676767221543027,彩霞杂货店,日杂店,彩霞 杂货店
1941876,1514861217485942835,名创优品,家居生活馆,名 创优 品
1991659,1506567916936753287,灿盛文具商场,文具店,灿盛 文具 商场
409243,1506582115121361022,甜蜜蜜吴川糖水,甜品店,甜蜜蜜 吴川 糖水
828694,1506611218184663138,旺记甜品店,甜品店,旺记 甜品店
1227435,1506560901497745416,饮得爽奶茶,休闲茶饮店,饮得爽 奶茶
1622906,1506576008168599576,保定驴肉火烧,小吃店,驴肉 火烧
1581647,1506509623132418175,旺旺超市,便利店,旺旺 超市
2771601,1506597833783111721,文山市卓珏办公用品,文具店,文山 市卓珏 办公用品
1335326,1506639646451560558,贝踏体育折扣店,体育用品店,贝踏 体育 折扣店
40937,1506620196939624529,深夜牛排,西餐厅,深夜 牛排
1462115,1506597839873241171,平价粮店,粮油店,平价 粮店
104328,1506584926244565043,怀柔健羽羽毛球馆,体育用品店,怀柔 健羽 羽毛球馆
902436,1506615508764717190,趋势体育服装店,体育用品店,趋势 体育 服装店
1879694,1514888293018497050,欢乐谷玩具屋,玩具店,欢乐谷 玩具 屋
1634083,1535540197088030738,芝根芝底,连锁西式快餐店,芝根芝底
1047577,1506570738726072425,北京客隆连锁超市,大超市,北 京客隆 连锁 超市
3161501,1528313951715324070,重庆小面,连锁中式快餐店,小面
3319160,1506567268220530698,永兴商店,便利店,永兴 商店
2836613,1506508768152907797,黄福健杂货店,日杂店,黄福健 杂货店
168486,1506567268962922584,志东新鲜蔬菜店,肉菜店,志东 新鲜 蔬菜 店
723398,1506580758696030252,格林豪泰酒店,酒店宾馆,格林豪 泰 酒店
2820639,1506564846144188496,张师烧烤,烧烤店,张师 烧烤
1434864,1528324537538834437,怡佳仁,零食店,怡佳仁
2508616,1506630971003498535,猪肉批发,生鲜批发店,猪肉 批发
2392006,1506516544639987763,海兰泉洗浴广场,洗浴棋牌室,海兰泉 洗浴 广场
2022943,1506523214707421287,台北唛田KTV,KTV,台北 唛 田 KTV
1891027,1506571146190123072,开心妈宝贝,母婴用品店,开心 妈 宝贝
1822872,1506586996649488510,阳光生活超市,大超市,阳光 生活超市
2588130,1506511402834325643,四川香料,干货店,香料
905442,1601532475899900007,乐童与罐罐宠物医院,宠物医院,乐童 罐罐 宠物医院
3374698,1563595188050587696,川东切面粮油店,粮油店,川东 切面 粮油店
1842446,1604953856960360552,张虾批发,生鲜批发店,张虾 批发
797224,1536221990690746381,天富副食批发,食杂批发店,天富 副食 批发
1328763,1528328679804104833,洪波水果蔬菜,水果店,洪波 水果 蔬菜
1159599,1506522322604126277,自动贩卖机,自动售卖机,自动 贩卖机
3452587,1506522322406994005,鸿源超市,便利店,鸿源 超市
2148343,1506513040483545092,家美佳超市,小超市,家美佳 超市
1356812,1601501241928839198,斯诺克台球俱乐部,公众体育场馆,斯诺克 台球 俱乐部
1402021,1506517430665736288,大全粮油店,粮油店,大全 粮油店
3179860,1506560503030476804,双宇茶庄,烟酒茶店,双宇 茶庄
2867748,1536221988526485628,黄眼镜酒水批发,日用品批发店,黄 眼镜 酒水 批发
2422985,1506524697968504912,冯先生零食,零食店,冯先生 零食
2687752,1527123265766813764,香烛批发,日用品批发店,香烛 批发
3051520,1506615514812903446,融合菜馆,中餐厅,融合 菜馆
2146344,1506615517849579617,赢动篮球馆,体育用品店,赢动 篮球馆
46980,1506630963684438150,阳光书店,书店,阳光 书店
696626,1506582119898673250,沁德园商行,士多,沁德园 商行
602741,1506620192124563579,必胜客,连锁西式快餐店,必胜客
1917784,1506597843442593848,尊宝比萨,连锁西式快餐店,尊宝 比萨
1600232,1506515112301949021,宝玉商店,批零,宝玉 商店
621613,1506513039799873607,万顺棋牌,洗浴棋牌室,万顺 棋牌
2502330,1506576018213957737,新天地超市,小超市,新天地 超市
2426959,1506513685080961064,源香园自助火锅,自助餐,源香园 自助 火锅
1691763,1528320000090435612,韩式炸鸡啤酒屋,日韩餐厅,韩式 炸鸡 啤酒屋
880642,1604462200779698257,E之路网咖,网吧,E 之路 网咖
2774295,1506560903162884232,上好糖水店,甜品店,上好 糖水 店
286481,1601543279332290610,思达超市,小超市,思达 超市
3276916,1627468685432320088,OYEH零食大咖,零食店,OYEH 零食 咖
610837,1506584927356055600,永州京题慧客酒店,酒店宾馆,京题 慧客 酒店
1255320,1612624007935553564,鄯善县鼎好生鲜超市,肉菜店,鄯善县 鼎好 生鲜 超市
3485018,1506513683394850849,报刊亭儿童医院,书报亭,报刊亭 儿童医院
3061253,1506567919365255206,刘三姐包子店,早餐店,刘三姐 包子 店
345680,1563017742834200593,上社市场雪糕批发,冻品批发店,社 市场 雪糕 批发
1663944,1506567923026882633,小龙蛋母婴生活馆,母婴用品店,小龙 蛋 母婴 生活馆
2699767,1506523215235903562,报刊亭,书报亭,报刊亭
276983,1506582121047912543,咱家菜地生鲜,肉菜店,咱家 菜地 生鲜
824741,1601607390573359247,邮政报刊亭,书报亭,邮政 报刊亭
2700475,1604953855064535176,多汁水果,水果店,多汁 水果
1018961,1514861411141152851,荣兴香料干货,干货店,荣兴 香料 干货
2784632,1506601156145836055,欧芭莎佳佳美妆店,化妆品店,欧芭莎 佳佳 美妆店
3157131,1580235486843367490,电信局食堂,企业食堂,电信局 食堂
2543395,1506651654366425139,昌隆生活超市,便利超市,昌隆 生活超市
1390631,1516977788027138104,牛好客牛排宏昌店,西餐厅,牛 好客 牛排 宏昌店
1475909,1506596753464619123,淞盛杂货店,日杂店,淞 盛 杂货店
1307533,1595404551123628077,临川区政府食堂,企业食堂,临川区 政府 食堂
2590428,1506517477620969616,报刊亭,书报亭,报刊亭
1244541,1595447107677057039,优亲贝贝放心妈妈奶粉专卖,儿童用品店,优亲 贝贝 放心 妈妈 奶粉
1560676,1506638669728182382,康健体育户外用品,体育用品店,康健 体育 户外用品
1274043,1506513046921801803,伟强网吧,网吧,伟强 网吧
1960651,1514888290665492654,大囍手打柠檬茶,休闲茶饮店,囍 手 柠檬茶
613928,1506615508483698769,利民水产批发零售,生鲜批发店,利民 水产 批发 零售
1333579,1506524867477106829,兰州拉面,连锁中式快餐店,拉面
2432609,1506596762373320835,全宴食材配送中心,干货店,全宴 食材 配送 中心
2262744,1604470371506188306,杨氏干洗连锁店,洗衣店,杨氏 干洗 连锁店
1685785,1506570003238088722,原玲玲化妆品店,化妆品店,原 玲玲 化妆品 店
1275267,1612624024213647405,双子副食伊利冷饮批发,冻品批发店,双子 副食 伊利 冷饮 批发
2376200,1506520376950386813,海王星辰,连锁药店,海王星辰
363888,1506570006232821791,四川特色小吃,小吃店,特色小吃
1785966,1506608453928611886,汉堡大王,非连锁西式快餐店,汉堡 大王
1714813,1528313578065752226,好如家便利店烟洒百货水果批发,果蔬批发店,如家 便利店 烟洒 百货 水果 批发
3496632,1506580754384285761,根明批发部,批零,根明 批发部
45745,1506630974979698795,珍姐爱宠乐园,宠物用品店,珍姐 爱 宠 乐园
1720549,1601131099843719200,夜时尚台球俱乐部,公众体育场馆,夜时尚 台球 俱乐部
644013,1604470369866215449,惠铭便利店,士多,惠铭 便利店
1663625,1604470370516332646,福晨水果店,水果店,福晨 水果店
481695,1506560709843218534,私家甜品,甜品店,私家 甜品
1531670,1506584913837813784,源来包子店,早餐店,源来 包子 店
1405673,1506588927778353257,肯德基,连锁西式快餐店,肯德基
626117,1506666653172363397,日式料理,日韩餐厅,日式 料理
2721498,1506513068417609814,物联生活超市,便利超市,物联 生活超市
394644,1506520374878400541,襄阳悦季时尚酒店,酒店宾馆,悦季 时尚 酒店
3237743,1506651649224208468,书悦书屋,书店,书悦 书屋
969876,1506516541829804072,厂家批发牛肉干酒类,生鲜批发店,厂家 批发 牛肉干 酒类
1036207,1506597831677571155,素芳粥店,早餐店,素芳 粥 店
3205260,1563019300351242371,吉野家,连锁西式快餐店,吉野家
853040,1514863534180397118,莞汇佳雪糕,甜品店,莞汇佳 雪糕
405641,1506522319789748339,林记副食店,食杂店,林记 副食店
3200180,1604984246567694345,生鲜超市,肉菜店,生鲜 超市
1583597,1524644192570306706,张亮麻辣烫,连锁中式快餐店,张亮 麻辣烫
1062310,1601607389537366134,河畔印象酒店,酒店宾馆,河畔 印象 酒店
1216075,1506630962958823558,勐腊县老院子火锅,火锅店,勐腊县 院子 火锅
2890918,1506526845716394041,毛二姐烟酒,烟酒茶店,毛 二姐 烟酒
2528818,1528331667922743314,满斤园齐齐哈尔烤肉,烧烤店,满斤 园 烤肉
2123379,1506571141945487422,贝贝虫母婴百货,儿童用品店,贝贝虫 母婴 百货
3130885,1612624013211987987,京东便利店,便利店,京东 便利店
943247,1506620193919725690,天天牛杂,小吃店,天天 牛杂
2809343,1506638672693555213,林记水果店,水果店,林记 水果店
997982,1506517430783176815,胡广山粮油批发,食杂批发店,胡广山 粮油 批发
784084,1528322883531829314,老张综合商店,士多,老张 综合 商店
655609,1506638678838210661,雪糕批发部方燕商行,冻品批发店,雪糕 批发部 方燕 商行
1769073,1601543276375306300,王蕾烟酒批发,烟酒茶批发店,王蕾 烟酒 批发
2257568,1506620195073159228,山东水煎包-馅饼-煎饼果子,小吃店,水煎包 馅饼 煎饼果子
2797814,1506522319865245773,南极网吧,网吧,南极 网吧
1353925,1563461001586929708,新华书店报刊亭,书报亭,新华书店 报刊亭
206916,1604473841802014749,惊艳酒吧,酒吧,惊艳 酒吧
2833559,1528320000266596426,批发卫生纸,日用品批发店,批发 卫生纸
800244,1506573186840653851,好又多超市,小超市,好又多 超市
120981,1506567271001354338,思源文具店,文具店,思源 文具店
1609112,1506514402617323521,汾湖开发区政府食堂,企业食堂,汾湖 开发区 政府 食堂
870420,1506630966305878060,唐贵飞牛排涮烤,西餐厅,唐贵飞 牛排 涮 烤
58840,1528316311627886744,杭州丝绸西湖龙井土特产,干货店,丝绸 西湖 龙井 土特产
2138572,1506522251544227966,大润发超市,大卖场,大润发 超市
885124,1506564367943200786,永发日用百货商店,士多,永发 日用 百货商店
1650905,1506567265863331980,宏源美妆,化妆品店,宏源 美妆
2382936,1601501239135432774,流星雨水站,送水站,流星雨 水站
808688,1601131100925849633,东方纯K量贩式KTV,KTV,K 量贩式 KTV
2016511,1595447117567225922,江源副食批发,食杂批发店,江源 副食 批发
883269,1506564836958662731,冰淇淋批发,冻品批发店,冰淇淋 批发
3482888,1604470374916157443,兴盛优选啊军便利店,社区团购,兴盛 优选 军 便利店
355628,1506626257406914673,贝贝亲母婴店,儿童用品店,贝贝亲 母婴 店
2630637,1506524691823849592,万达影院开福店,影剧院,万达 影院 开福店
1915347,1506644466554105856,新密市新华路一零后婴幼儿用品店,儿童用品店,新密市 新华路 一零后 婴幼儿 用品店
3385605,1506522317872951310,兴隆副食冷饮批发,冻品批发店,兴隆 副食 冷饮 批发
158304,1506611222186029141,岛田居酒屋,日韩餐厅,岛田居 酒屋
2621116,1506520376463847462,海王星辰,连锁药店,海王星辰
1690647,1506584926122930201,派多格宠物,宠物用品店,派 多格 宠物
3144822,1506666645123494000,宝贝百分百母婴生活馆,母婴用品店,宝贝 百分百 母婴 生活馆
581870,1506560710426226705,振兴塑料批发店,日用品批发店,振兴 塑料 批发店
197865,1527198201432764577,惠仙饭店,非连锁中式快餐店,惠仙 饭店
583990,1506526189014216776,海王星辰东平路,连锁药店,海王星辰 东平路
2249230,1506563707948494917,韩园韩国料理,日韩餐厅,韩园 韩国 料理
758925,1506526186719932459,老百姓大药房,连锁药店,老百姓 药房
2876412,1506624592389861479,天天来综合超市,小超市,天天 综合 超市
2647107,1506578489841807483,蘑菇屋精品童装,儿童用品店,蘑菇 屋 精品 童装
2651952,1514863244672757782,机电四饭堂汉堡,非连锁西式快餐店,机电 四 饭堂 汉堡
1506877,1506626260368093314,南郊府西张老二炸鸡三部,非连锁西式快餐店,南郊 府 西张 老二 炸鸡 三部
758166,1601543271950315535,蕉绿泰式大排档,东南亚餐厅,蕉 绿 泰式 大排档
1622394,1627516718782083092,兴盛优选杨小容副食店,社区团购,兴盛 优选 杨 小容 副食店
1164256,1535540091001499797,美团优选大闫超市,社区团购,美团 优选 闫 超市
3320456,1506516541620088955,塑料袋批发,日用品批发店,塑料袋 批发
2044709,1514861217603383343,开通牛肉火锅店,火锅店,开通 牛肉 火锅店
1238811,1506570736704417903,荣香蛋糕面包,面包店,荣香 蛋糕 面包
3495259,1506639653229555717,明悦综合超市,便利超市,明悦 综合 超市
2244880,1506513683478736930,苏宁易购报刊亭,书报亭,苏宁 易购 报刊亭
1236118,1604984246550917189,薛守玲食杂店,食杂店,薛守玲 食杂店
663391,1612624019352449181,香酥园糕点坊,面包店,香酥 园 糕点 坊
3203770,1604984243862368332,爱珍副食干洗,洗衣店,爱珍 副食 干洗
1967748,1506526185209983038,鼎湖山泉专卖店,送水站,鼎湖山 泉
2585022,1506519589230735471,全英综合商店,士多,全英 综合 商店
2551914,1506571143010840658,王师傅鸡柳卷饼,非连锁西式快餐店,王师傅 鸡柳卷 饼
1504878,1599685351583248467,广泰杂货铺,日杂店,广泰 杂货铺
988133,1506560721314639973,东湖超市,便利超市,东湖 超市
2130854,1563596298140250124,蔬菜水果便民店,肉菜店,蔬菜水果 便民店
99803,1506513043201454179,万维网吧,网吧,万维网
2688909,1506517479919448148,果儿生鲜超市二市小店,士多,果儿 生鲜 超市 二市 小店
211650,1604440218294022148,好望角KTV,KTV,好望角 KTV
862555,1506567272423223354,顾氏杂货店,日杂店,顾氏 杂货店
2905203,1528314602331566135,黄山特色小吃店,小吃店,特色 小吃店
2218404,1601532475874734154,康趣宠物医院,宠物医院,康趣 宠物医院
107925,1506524694969577509,唱吧麦颂,KTV,唱 麦颂
557806,1535540191635435640,啊敏烧烤,烧烤店,敏 烧烤
1293598,1506524695196069954,上海泰得云廊影城,影剧院,泰得 云廊 影城
3376736,1506524871247786047,派乐汉堡,连锁西式快餐店,派乐 汉堡
1435593,1595436824602603539,兰州拉面,连锁中式快餐店,拉面
2089928,1601543269152714811,百味人生零食,零食店,百味 人生 零食
1969982,1506509201038635017,角美万达影城,影剧院,角美 万达 影城
1321566,1506582122348146690,生鲜超市,肉菜店,生鲜 超市
3337697,1612676770124001315,智谋网吧,网吧,智谋 网吧
1227401,1506516548284837912,鑫洋网吧,网吧,鑫洋 网吧
1514763,1506511405300576339,瑞丽水产批发商行,生鲜批发店,瑞丽 水产 批发商行
310412,1506576559212064845,煌上煌,小吃店,煌 上煌
806703,1612624015615324227,T·1台球俱乐部,公众体育场馆,T 1 台球 俱乐部
2351598,1506584914576011330,犟骨头排骨饭,非连锁中式快餐店,犟 骨头 排骨饭
3353503,1506630970915418163,胜博大文具,文具店,胜 博大 文具
450765,1604953851432267922,赛维干洗连锁,洗衣店,赛维 干洗 连锁
1581969,1506508763371401346,福泰餐厅,东南亚餐厅,福泰 餐厅
394838,1604953856041807957,双源日用品批发,日用品批发店,双源 日用品 批发
3492165,1506601149833408546,联嘉宾馆,酒店宾馆,联嘉 宾馆
3054265,1506520375436243000,保利国际影城,影剧院,保利 国际 影城
2967237,1506519589125877810,瑛福缘食杂店,食杂店,瑛 福缘 食杂店
141909,1506509620368371772,悦购超市,小超市,悦购 超市
279579,1580093180077142110,国家电网食堂,企业食堂,国家电网 食堂
1799400,1506513681142509616,水金食杂店,食杂店,水金 食杂店
3454630,1506516549174030469,闺蜜自助烧烤,自助餐,闺蜜 自助 烧烤
206406,1612676769981395022,金桂干洗店,洗衣店,金桂 干洗店
1964630,1506580754300399672,久香饭庄,中餐厅,久香 饭庄
2637709,1506651647177388062,世纪华联,大超市,世纪 华联
866973,1506522250361434222,朝阳饭店,非连锁中式快餐店,饭店
972502,1527199359568179216,基救饱韩国炸鸡,非连锁西式快餐店,基救 韩国 炸鸡
1997708,1601532475870539905,OHMyDOG宠物生活馆2店,宠物用品店,OHMyDOG 宠物 生活馆
2799463,1506666654950748288,美妆星空,化妆品店,美妆 星空
471504,1506576017865830487,鹤乡餐馆猪脚火锅,火锅店,鹤乡 餐馆 猪脚 火锅
1485166,1506571150086631435,双汇冷鲜肉,肉菜店,双汇 冷鲜 肉
3284130,1506567272846848033,高三粮油蔬菜调味品,肉菜店,高三 粮油 蔬菜 调味品
224772,1535539252308471868,潜江政府食堂,企业食堂,政府 食堂
1583047,1506567275619283058,大众水果,水果店,大众 水果
3068454,1514863245629059115,东北烧烤,烧烤店,东北 烧烤
3387624,1506573180503060574,乐生活超市,便利超市,乐 生活超市
2198127,1599685349951664202,水月杂货店,日杂店,水月 杂货店
1268532,1601131102649708640,昌盛一次性用品批发零售,日用品批发店,昌盛 一次性 用品 批发 零售
31051,1506651650067263573,启晨早餐,早餐店,启晨 早餐
2531752,1563617184880783467,西和县一年肆季咖啡店,咖啡厅,西和县 一年 肆季 咖啡店
918326,1514865340860067840,越名肴越南小馆,东南亚餐厅,越名肴 越南 小馆
278327,1506580763762749510,新生活化妆品,化妆品店,新 生活 化妆品
2462765,1528331655369191429,名创优品,家居生活馆,名 创优 品
1941479,1506566187335807109,明云烟酒烟花爆竹专卖,烟酒茶店,明云 烟酒 烟花爆竹
2077088,1506513245027168359,永辉超市mini五棵松店,大卖场,永辉 超市 mini 五棵松 店
1664396,1506639642957705359,东尼糖水,甜品店,东尼 糖水
752726,1506580761925644374,川凤源麻辣鸡块,非连锁西式快餐店,川凤源 麻辣 鸡块
2509687,1506567910838235230,沙县小吃,连锁中式快餐店,沙县 小吃
942906,1612624013732081761,食惯嘴牛杂店,小吃店,食惯 嘴 牛杂 店
2896774,1506570009961558021,木质玩具专柜,玩具店,木质 玩具 专柜
2729662,1601157019161849982,小康辣椒干货调料行,干货店,小康 辣椒 干货 调料 行
1323142,1506597844327591984,叔叔牛扒,西餐厅,叔叔 牛扒
2412584,1612624017196576822,歌迪宴主题KTV,KTV,歌迪宴 主题 KTV
2023245,1528315325547016254,孙记自助骨头王火锅鸡,自助餐,孙记 自助 骨头 王 火锅 鸡
2117014,1506580764328980540,好一佳超市,便利超市,一佳 超市
3169677,1601543293609701428,铁师傅小吃,小吃店,铁 师傅 小吃
562163,1506560500383870997,物美超市,大卖场,物美 超市
2863189,1601543291571269729,名创优品,家居生活馆,名 创优 品
2323978,1506626254001139781,怡品鲜海鲜牛排烤涮自助餐厅,自助餐,怡品 鲜 海鲜 牛排 烤 涮 自助餐厅
2970745,1506638680213942305,楚沐文具店,文具店,楚 沐 文具店
1307490,1506624592423415923,光华玩具商行,玩具店,光华 玩具商 行
3278100,1506578479859363932,多乐滋汉堡,非连锁西式快餐店,多乐 滋 汉堡
503170,1563444022599741506,潘姨牛杂,小吃店,潘姨 牛杂
2283565,1506513040542265474,有家生活超市,小超市,有家 生活超市
2079976,1601607393614229585,批发雪糕,冻品批发店,批发 雪糕
2739582,1514863734693294248,川渝佐料香精香料行,干货店,川 渝 佐料 香精香料 行
3180301,1506571149734309901,文波文具玩具店,玩具店,文波 文具 玩具店
1213635,1506571147280642184,劲仔鲜果,水果店,劲仔 鲜果
844617,1506666649456209921,密悦思密达自助烤肉,自助餐,密悦 思密达 自助 烤肉
1646077,1506582113707880569,大连水产批发零售中心,生鲜批发店,水产 批发 零售 中心
599310,1506597833795694633,永鑫粮油批发商行,食杂批发店,永鑫 粮油 批发商行
3067869,1506560515051352096,笨牛牛排,西餐厅,笨牛 牛排
159776,1506524692012593276,美购生活超市,便利超市,美购 生活超市
504685,1506563715070423081,杯子红牛排餐厅,西餐厅,杯子 红 牛排 餐厅
1979495,1506517479877505031,沃尔玛,大卖场,沃尔玛
2415273,1601169084840669288,金盾批发,批零,金盾 批发
734196,1506620194297212943,桔子花开量贩零食连锁城南店,零食店,桔子 花开 量 贩 零食 连锁 城南 店
3213456,1506620202962645078,锅香十里火锅食材超市,干货店,锅香 十里 火锅 食材 超市
1716815,1506576006679621680,长乐食为天蔬菜店,肉菜店,长乐 食为天 蔬菜 店
345684,1506516545105555578,木头人烘培,面包店,木头人 烘培
2198419,1506570000968970348,沙县小吃店,连锁中式快餐店,沙县 小吃店
151073,1506513045239885899,好声音主题KTV,KTV,声音 主题 KTV
1905295,1506597842859585663,盛京羊二郎火锅烧烤食材超市,干货店,盛京 羊 二郎 火锅 烧烤 食材 超市
1991910,1506560717896282140,晨光文具池州配送中心,文具店,晨光 文具 配送 中心
404895,1604953850090090564,乐福派动物诊疗中心,宠物医院,乐福派 动物 诊疗 中心
3456958,1538705364432973940,一米鸡肉网红韩餐打卡店,日韩餐厅,一米 鸡肉 网红 韩餐 打卡 店
3141577,1506522324185378935,宏环星酒水批发经营部,烟酒茶批发店,宏 环星 酒水 批发 经营部
2067138,1506580761955004515,阿嬉乐酒家,中餐厅,阿嬉乐 酒家
2981041,1506587004551557212,李楠楠麻辣烫,非连锁中式快餐店,李楠楠 麻辣烫
3194847,1601543294339510318,海强诚信水产批发,生鲜批发店,海强 诚信 水产 批发
3201408,1604953854347309069,春姿棋牌室,洗浴棋牌室,春姿 棋牌室
2097251,1506560901300613261,皇室经典牛排,西餐厅,皇室 经典 牛排
3023370,1506582124659208325,金家乐便利店,便利店,金家 乐 便利店
2027150,1506563709886263399,赛琪体育,体育用品店,赛琪 体育
1098529,1632316187113418839,红方副食批发,食杂批发店,红方 副食 批发
1166156,1528313577465966738,牧校炸鸡,非连锁西式快餐店,牧校 炸鸡
37334,1506513046921801785,自动售卖机,自动售卖机,自动 售卖机
2934660,1601543285212704802,沙县小吃,连锁中式快餐店,沙县 小吃
356513,1506578478831759481,N多寿司,日韩餐厅,N 寿司
602599,1604953856603844662,帽峰椰子鸡,中餐厅,帽峰 椰子 鸡
1319534,1506578489116192843,两头塘兴盛优选,社区团购,两头 塘 兴盛 优选
1069294,1604472397652815953,报刊亭,书报亭,报刊亭
53159,1506517478325612659,炫魅KTV,KTV,炫魅 KTV
1541083,1506582121521868917,钱大妈,肉菜店,钱 大妈
